nace_r2,sizeclas,indic_lc,currency,geo\time	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 	1999 	1998 	1997 	1996 
G-N,GE10,LC_M,NAC,FR	4553 	4416 	4306 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,LC_M,NAC,HR	10159 p	10159 p	10142 p	10270 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,LC_M,NAC,HU	331388 	309698 	317296 	312197 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,LC_M,NAC,IE	3750 	3738 	3720 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,LC_M,NAC,LT	3095 	2969 	3054 	3066 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,LC_M,NAC,LU	5347 	5200 	5078 	4963 	4766 	4568 	4428 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,LC_M,NAC,LV	641 	641 	662 	660 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,LC_M,NAC,MT	: 	: 	1384 	1381 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,LC_M,NAC,NL	4564 	4466 	4338 	4199 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,LC_M,NAC,PL	4723 	4477 	4381 	4039 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,LC_M,NAC,PT	1975 	1926 	1898 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,LC_M,NAC,RO	3046 	2954 	2768 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,LC_M,NAC,SE	49119 	49235 	47884 	46321 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,LC_M,NAC,SI	2189 p	2153 p	2099 p	2095 p	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,LC_M,NAC,SK	1326 	1238 	1197 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,LC_M,NAC,UK	2404 	2412 	2480 	2419 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,LC_M,PPS,AT	: c	3585 	3533 	3519 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,LC_M,PPS,BE	4493 	4344 	4199 	4205 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,LC_M,PPS,BG	1030 	937 	898 	832 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,LC_M,PPS,CZ	2036 	2066 	2014 	2005 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,LC_M,PPS,DE	3709 	3564 	3478 	3486 	3504 	3456 	3475 	3421 	3312 	3172 	3024 	3032 	2912 	2754 	2707 	2595 
G-N,GE10,LC_M,PPS,DK	3778 	3687 	3500 	3510 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,LC_M,PPS,EL	: 	: 	2854 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,LC_M,PPS,ES	3090 	3015 	2939 	2889 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,LC_M,PPS,FI	3126 	3098 	2933 	2945 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,LC_M,PPS,FR	4131 	3948 	3770 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,LC_M,PPS,HR	1863 p	1880 p	1864 p	1905 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,LC_M,PPS,HU	1843 	1717 	1762 	1791 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,LC_M,PPS,IE	3224 	3163 	2951 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,LC_M,PPS,LT	1363 	1355 	1335 	1347 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,LC_M,PPS,LU	4348 	4336 	4194 	4224 	4153 	4102 	3963 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,LC_M,PPS,LV	1230 	1304 	1276 	1257 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,LC_M,PPS,MT	: 	: 	1734 	1787 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,LC_M,PPS,NL	4219 	4209 	3979 	4005 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,LC_M,PPS,PL	1932 	1792 	1749 	1664 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,LC_M,PPS,PT	2268 	2200 	2140 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,LC_M,PPS,RO	1192 	1197 	1130 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,LC_M,PPS,SE	4303 	4310 	4187 	4254 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,LC_M,PPS,SI	2550 p	2563 p	2488 p	2545 p	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,LC_M,PPS,SK	1832 	1739 	1653 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,LC_M,PPS,UK	2716 	2804 	2924 	2976 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-N,TOTAL,LC_H,EUR,BG	3.05 	2.82 	2.62 	2.37 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-N,TOTAL,LC_H,EUR,CH	: 	41.16 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-N,TOTAL,LC_H,EUR,CY	14.63 	14.61 	14.33 	14.92 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-N,TOTAL,LC_H,EUR,CZ	9.64 	9.21 	8.68 	8.99 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-N,TOTAL,LC_H,EUR,EE	7.71 	7.22 	7.35 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-N,TOTAL,LC_H,EUR,ES	18.40 	17.86 	17.72 	16.86 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-N,TOTAL,LC_H,EUR,HU	5.44 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-N,TOTAL,LC_H,EUR,IE	22.76 	22.65 	23.08 	25.90 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-N,TOTAL,LC_H,EUR,LT	5.38 	5.21 	5.49 	5.64 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-N,TOTAL,LC_H,EUR,LV	5.47 	5.45 	5.63 	5.54 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-N,TOTAL,LC_H,EUR,NL	30.72 	29.97 	29.35 	28.66 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-N,TOTAL,LC_H,EUR,PT	12.29 	12.01 	11.54 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-N,TOTAL,LC_H,EUR,RO	4.10 	3.95 	3.65 	4.04 	3.61 	2.76 	2.39 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-N,TOTAL,LC_H,EUR,SI	14.27 p	13.95 p	13.79 p	13.69 p	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-N,TOTAL,LC_H,EUR,SK	8.45 	8.18 	8.01 	7.81 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-N,TOTAL,LC_H,EUR,UK	18.57 	18.86 	17.98 	19.83 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-N,TOTAL,LC_H,NAC,BG	5.96 	5.52 	5.12 	4.64 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-N,TOTAL,LC_H,NAC,CH	: 	56.81 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-N,TOTAL,LC_H,NAC,CY	14.63 	14.61 	14.33 	14.92 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-N,TOTAL,LC_H,NAC,CZ	237.13 	232.92 	229.42 	224.32 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-N,TOTAL,LC_H,NAC,EE	7.71 	7.22 	7.35 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-N,TOTAL,LC_H,NAC,ES	18.40 	17.86 	17.72 	16.86 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-N,TOTAL,LC_H,NAC,HU	1520.34 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-N,TOTAL,LC_H,NAC,IE	22.76 	22.65 	23.08 	25.90 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-N,TOTAL,LC_H,NAC,LT	18.59 	17.99 	18.94 	19.47 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-N,TOTAL,LC_H,NAC,LV	3.87 	3.87 	3.97 	3.89 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-N,TOTAL,LC_H,NAC,NL	30.72 	29.97 	29.35 	28.66 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-N,TOTAL,LC_H,NAC,PT	12.29 	12.01 	11.54 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-N,TOTAL,LC_H,NAC,RO	17.39 	16.64 	15.48 	14.87 	12.05 	9.73 	8.65 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-N,TOTAL,LC_H,NAC,SI	14.27 p	13.95 p	13.79 p	13.69 p	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-N,TOTAL,LC_H,NAC,SK	8.45 	8.18 	8.01 	235.25 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-N,TOTAL,LC_H,NAC,UK	16.12 	16.18 	16.02 	15.79 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-N,TOTAL,LC_H,PPS,BG	6.17 	5.59 	5.27 	4.83 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-N,TOTAL,LC_H,PPS,CH	: 	27.80 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-N,TOTAL,LC_H,PPS,CY	16.47 	16.36 	15.91 	16.80 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-N,TOTAL,LC_H,PPS,CZ	12.60 	12.79 	12.39 	12.46 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-N,TOTAL,LC_H,PPS,EE	9.90 	9.62 	9.60 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-N,TOTAL,LC_H,PPS,ES	18.94 	18.47 	18.12 	17.71 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-N,TOTAL,LC_H,PPS,HU	8.46 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-N,TOTAL,LC_H,PPS,IE	19.57 	19.16 	18.31 	20.06 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-N,TOTAL,LC_H,PPS,LT	8.19 	8.21 	8.28 	8.55 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-N,TOTAL,LC_H,PPS,LV	7.42 	7.87 	7.65 	7.41 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-N,TOTAL,LC_H,PPS,NL	28.39 	28.24 	26.92 	27.34 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-N,TOTAL,LC_H,PPS,PT	14.12 	13.72 	13.01 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-N,TOTAL,LC_H,PPS,RO	6.80 	6.74 	6.32 	6.43 	5.67 	4.79 	4.38 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-N,TOTAL,LC_H,PPS,SI	16.63 p	16.61 p	16.34 p	16.63 p	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-N,TOTAL,LC_H,PPS,SK	11.68 	11.49 	11.06 	325.74 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-N,TOTAL,LC_H,PPS,UK	18.21 	18.81 	18.89 	19.43 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-N,TOTAL,LC_M,EUR,BG	439 	407 	386 	353 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-N,TOTAL,LC_M,EUR,CY	2090 	2520 	2471 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-N,TOTAL,LC_M,EUR,CZ	1427 	1358 	1273 	1318 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-N,TOTAL,LC_M,EUR,EE	1191 	1110 	1112 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-N,TOTAL,LC_M,EUR,ES	2751 	2678 	2642 	2537 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-N,TOTAL,LC_M,EUR,HU	1123 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-N,TOTAL,LC_M,EUR,IE	3620 	3611 	3641 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-N,TOTAL,LC_M,EUR,LT	824 	794 	829 	836 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-N,TOTAL,LC_M,EUR,LV	830 	827 	850 	849 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-N,TOTAL,LC_M,EUR,NL	4539 	4392 	4324 	4186 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-N,TOTAL,LC_M,EUR,PT	1833 	1738 	1692 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-N,TOTAL,LC_M,EUR,RO	638 	613 	566 	627 	561 	428 	370 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-N,TOTAL,LC_M,EUR,SI	2042 p	2012 p	1959 p	1952 p	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-N,TOTAL,LC_M,EUR,SK	1238 	1198 	1159 	1152 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-N,TOTAL,LC_M,EUR,UK	2746 	2790 	2659 	2915 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-N,TOTAL,LC_M,NAC,BG	858 	796 	754 	690 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-N,TOTAL,LC_M,NAC,CY	2090 	2520 	2471 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-N,TOTAL,LC_M,NAC,CZ	35094 	34341 	33657 	32872 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-N,TOTAL,LC_M,NAC,EE	1191 	1110 	1112 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-N,TOTAL,LC_M,NAC,ES	2751 	2678 	2642 	2537 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-N,TOTAL,LC_M,NAC,HU	313781 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-N,TOTAL,LC_M,NAC,IE	3620 	3611 	3641 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-N,TOTAL,LC_M,NAC,LT	2846 	2742 	2862 	2887 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-N,TOTAL,LC_M,NAC,LV	586 	586 	600 	596 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-N,TOTAL,LC_M,NAC,NL	4539 	4392 	4324 	4186 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-N,TOTAL,LC_M,NAC,PT	1833 	1738 	1692 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-N,TOTAL,LC_M,NAC,RO	2703 	2582 	2400 	2308 	1870 	1510 	1340 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-N,TOTAL,LC_M,NAC,SI	2042 p	2012 p	1959 p	1952 p	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-N,TOTAL,LC_M,NAC,SK	1238 	1198 	1159 	34716 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-N,TOTAL,LC_M,NAC,UK	2383 	2393 	2369 	2321 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-N,TOTAL,LC_M,PPS,BG	889 	806 	776 	718 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-N,TOTAL,LC_M,PPS,CY	2352 	2823 	2744 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-N,TOTAL,LC_M,PPS,CZ	1865 	1886 	1818 	1825 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-N,TOTAL,LC_M,PPS,EE	1529 	1478 	1451 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-N,TOTAL,LC_M,PPS,ES	2831 	2769 	2702 	2665 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-N,TOTAL,LC_M,PPS,HU	1745 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-N,TOTAL,LC_M,PPS,IE	3112 	3055 	2889 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-N,TOTAL,LC_M,PPS,LT	1253 	1251 	1251 	1268 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-N,TOTAL,LC_M,PPS,LV	1125 	1193 	1156 	1136 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-N,TOTAL,LC_M,PPS,NL	4195 	4139 	3967 	3993 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-N,TOTAL,LC_M,PPS,PT	2105 	1985 	1908 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-N,TOTAL,LC_M,PPS,RO	1057 	1047 	980 	998 	879 	743 	679 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-N,TOTAL,LC_M,PPS,SI	2379 p	2395 p	2322 p	2371 p	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-N,TOTAL,LC_M,PPS,SK	1711 	1682 	1600 	48070 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-N,TOTAL,LC_M,PPS,UK	2693 	2782 	2793 	2855 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-S_X_O,GE10,LC_H,EUR,AT	27.91 	27.23 	26.67 	25.13 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-S_X_O,GE10,LC_H,EUR,BE	34.50 	33.41 	32.68 	31.97 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-S_X_O,GE10,LC_H,EUR,BG	3.42 	3.23 	3.01 	2.71 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-S_X_O,GE10,LC_H,EUR,CH	: 	42.24 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-S_X_O,GE10,LC_H,EUR,CZ	10.04 	9.58 	9.11 	9.33 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-S_X_O,GE10,LC_H,EUR,DE	27.60 	26.90 	26.70 	26.00 	25.60 	25.50 	25.50 	25.60 	25.60 	25.00 	24.50 	24.00 	23.40 	22.75 	22.50 	22.64 
G-S_X_O,GE10,LC_H,EUR,DK	38.29 	37.44 	36.39 	34.63 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-S_X_O,GE10,LC_H,EUR,EL	: 	: 	16.70 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-S_X_O,GE10,LC_H,EUR,ES	20.95 	20.49 	20.34 	19.25 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-S_X_O,GE10,LC_H,EUR,FR	33.21 	32.28 	31.43 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-S_X_O,GE10,LC_H,EUR,HR	9.90 p	9.90 p	9.76 p	9.81 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-S_X_O,GE10,LC_H,EUR,HU	7.09 	6.78 	7.09 	8.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-S_X_O,GE10,LC_H,EUR,IE	25.71 	25.46 	26.01 	28.99 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-S_X_O,GE10,LC_H,EUR,IT	: 	: 	: 	25.98 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-S_X_O,GE10,LC_H,EUR,LT	5.72 	5.51 	5.76 	5.82 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-S_X_O,GE10,LC_H,EUR,LU	36.46 	35.45 	34.60 	33.28 	32.36 	31.56 	30.59 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-S_X_O,GE10,LC_H,EUR,LV	5.47 	5.45 	5.87 	6.03 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-S_X_O,GE10,LC_H,EUR,MT	: 	: 	8.98 	8.61 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-S_X_O,GE10,LC_H,EUR,NL	31.74 	31.35 	30.27 	29.49 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-S_X_O,GE10,LC_H,EUR,PL	8.28 	8.09 	7.27 	7.92 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-S_X_O,GE10,LC_H,EUR,PT	14.11 	14.19 	13.63 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-S_X_O,GE10,LC_H,EUR,RO	4.27 	4.26 	4.24 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-S_X_O,GE10,LC_H,EUR,SE	35.35 	32.64 	28.65 	30.77 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-S_X_O,GE10,LC_H,EUR,SI	15.90 p	15.73 p	15.51 p	15.09 p	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-S_X_O,GE10,LC_H,EUR,SK	8.43 	8.03 	7.89 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-S_X_O,GE10,LC_H,EUR,UK	19.29 	19.60 	19.17 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-S_X_O,GE10,LC_H,NAC,AT	27.91 	27.23 	26.67 	25.13 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-S_X_O,GE10,LC_H,NAC,BE	34.50 	33.41 	32.68 	31.97 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-S_X_O,GE10,LC_H,NAC,BG	6.69 	6.31 	5.88 	5.30 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-S_X_O,GE10,LC_H,NAC,CH	: 	58.30 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-S_X_O,GE10,LC_H,NAC,CZ	246.83 	242.21 	240.86 	232.75 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-S_X_O,GE10,LC_H,NAC,DE	27.60 	26.90 	26.70 	26.00 	25.60 	25.50 	25.50 	25.60 	25.60 	25.00 	24.50 	24.00 	23.40 	22.90 	22.60 	22.10 
G-S_X_O,GE10,LC_H,NAC,DK	285.29 	278.85 	271.00 	258.20 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-S_X_O,GE10,LC_H,NAC,EL	: 	: 	16.70 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-S_X_O,GE10,LC_H,NAC,ES	20.95 	20.49 	20.34 	19.25 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-S_X_O,GE10,LC_H,NAC,FR	33.21 	32.28 	31.43 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-S_X_O,GE10,LC_H,NAC,HR	72.15 p	72.15 p	71.62 p	70.84 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-S_X_O,GE10,LC_H,NAC,HU	1980.49 	1869.11 	1987.73 	2010.83 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-S_X_O,GE10,LC_H,NAC,IE	25.71 	25.46 	26.01 	28.99 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-S_X_O,GE10,LC_H,NAC,IT	: 	: 	: 	25.98 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-S_X_O,GE10,LC_H,NAC,LT	19.74 	19.04 	19.90 	20.08 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-S_X_O,GE10,LC_H,NAC,LU	36.46 	35.45 	34.60 	33.28 	32.36 	31.56 	30.59 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-S_X_O,GE10,LC_H,NAC,LV	3.87 	3.87 	4.14 	4.24 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-S_X_O,GE10,LC_H,NAC,MT	: 	: 	8.98 	8.61 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-S_X_O,GE10,LC_H,NAC,NL	31.74 	31.35 	30.27 	29.49 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-S_X_O,GE10,LC_H,NAC,PL	34.11 	32.31 	31.48 	27.82 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-S_X_O,GE10,LC_H,NAC,PT	14.11 	14.19 	13.63 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-S_X_O,GE10,LC_H,NAC,RO	18.10 	17.95 	17.96 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
