nace_r2,sizeclas,indic_lc,currency,geo\time	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 	1999 	1998 	1997 	1996 
G-J,TOTAL,LC_H,NAC,IE	20.17 	19.96 	20.22 	22.72 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-J,TOTAL,LC_H,NAC,LT	17.70 	17.00 	17.78 	18.18 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-J,TOTAL,LC_H,NAC,LV	3.57 	3.57 	3.67 	3.58 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-J,TOTAL,LC_H,NAC,NL	28.08 	27.51 	26.86 	26.29 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-J,TOTAL,LC_H,NAC,PT	11.19 	10.93 	10.68 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-J,TOTAL,LC_H,NAC,RO	16.03 	15.25 	14.03 	13.40 	10.81 	8.81 	7.79 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-J,TOTAL,LC_H,NAC,SI	13.46 p	13.11 p	12.85 p	12.78 p	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-J,TOTAL,LC_H,NAC,SK	8.10 	7.86 	7.59 	222.43 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-J,TOTAL,LC_H,NAC,UK	14.06 	14.28 	14.20 	14.07 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-J,TOTAL,LC_H,PPS,BG	5.89 	5.26 	4.97 	4.53 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-J,TOTAL,LC_H,PPS,CH	: 	24.18 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-J,TOTAL,LC_H,PPS,CY	14.07 	13.95 	13.71 	14.26 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-J,TOTAL,LC_H,PPS,CZ	11.97 	12.15 	11.67 	11.91 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-J,TOTAL,LC_H,PPS,EE	9.63 	9.26 	9.26 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-J,TOTAL,LC_H,PPS,ES	17.52 	17.03 	16.75 	16.29 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-J,TOTAL,LC_H,PPS,HU	8.03 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-J,TOTAL,LC_H,PPS,IE	17.34 	16.89 	16.04 	17.60 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-J,TOTAL,LC_H,PPS,LT	7.79 	7.76 	7.77 	7.99 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-J,TOTAL,LC_H,PPS,LV	6.85 	7.27 	7.08 	6.82 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-J,TOTAL,LC_H,PPS,NL	25.95 	25.92 	24.64 	25.08 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-J,TOTAL,LC_H,PPS,PT	12.85 	12.48 	12.04 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-J,TOTAL,LC_H,PPS,RO	6.27 	6.18 	5.73 	5.79 	5.08 	4.34 	3.95 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-J,TOTAL,LC_H,PPS,SI	15.68 p	15.61 p	15.23 p	15.52 p	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-J,TOTAL,LC_H,PPS,SK	11.19 	11.04 	10.48 	307.99 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-J,TOTAL,LC_H,PPS,UK	15.89 	16.60 	16.74 	17.31 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-J,TOTAL,LC_M,EUR,BG	419 	384 	364 	333 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-J,TOTAL,LC_M,EUR,CY	1647 	2164 	2145 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-J,TOTAL,LC_M,EUR,CZ	1360 	1292 	1202 	1263 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-J,TOTAL,LC_M,EUR,EE	1156 	1068 	1070 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-J,TOTAL,LC_M,EUR,ES	2564 	2489 	2461 	2343 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-J,TOTAL,LC_M,EUR,HU	1059 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-J,TOTAL,LC_M,EUR,IE	3261 	3226 	3251 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-J,TOTAL,LC_M,EUR,LT	783 	748 	776 	783 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-J,TOTAL,LC_M,EUR,LV	764 	761 	782 	779 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-J,TOTAL,LC_M,EUR,NL	4169 	4053 	3978 	3856 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-J,TOTAL,LC_M,EUR,PT	1715 	1617 	1584 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-J,TOTAL,LC_M,EUR,RO	588 	561 	513 	564 	503 	387 	333 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-J,TOTAL,LC_M,EUR,SI	1939 p	1902 p	1842 p	1834 p	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-J,TOTAL,LC_M,EUR,SK	1187 	1146 	1098 	1090 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-J,TOTAL,LC_M,EUR,UK	2336 	2399 	2298 	2529 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-J,TOTAL,LC_M,NAC,BG	820 	751 	712 	651 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-J,TOTAL,LC_M,NAC,CY	1647 	2164 	2145 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-J,TOTAL,LC_M,NAC,CZ	33434 	32673 	31779 	31499 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-J,TOTAL,LC_M,NAC,EE	1156 	1068 	1070 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-J,TOTAL,LC_M,NAC,ES	2564 	2489 	2461 	2343 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-J,TOTAL,LC_M,NAC,HU	295887 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-J,TOTAL,LC_M,NAC,IE	3261 	3226 	3251 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-J,TOTAL,LC_M,NAC,LT	2703 	2581 	2680 	2704 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-J,TOTAL,LC_M,NAC,LV	539 	539 	552 	547 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-J,TOTAL,LC_M,NAC,NL	4169 	4053 	3978 	3856 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-J,TOTAL,LC_M,NAC,PT	1715 	1617 	1584 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-J,TOTAL,LC_M,NAC,RO	2492 	2365 	2177 	2078 	1676 	1366 	1206 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-J,TOTAL,LC_M,NAC,SI	1939 p	1902 p	1842 p	1834 p	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-J,TOTAL,LC_M,NAC,SK	1187 	1146 	1098 	32827 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-J,TOTAL,LC_M,NAC,UK	2027 	2058 	2047 	2014 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-J,TOTAL,LC_M,PPS,BG	849 	760 	733 	677 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-J,TOTAL,LC_M,PPS,CY	1853 	2424 	2382 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-J,TOTAL,LC_M,PPS,CZ	1777 	1794 	1717 	1749 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-J,TOTAL,LC_M,PPS,EE	1484 	1422 	1397 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-J,TOTAL,LC_M,PPS,ES	2638 	2574 	2516 	2462 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-J,TOTAL,LC_M,PPS,HU	1646 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-J,TOTAL,LC_M,PPS,IE	2803 	2730 	2579 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-J,TOTAL,LC_M,PPS,LT	1190 	1178 	1172 	1188 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-J,TOTAL,LC_M,PPS,LV	1035 	1098 	1063 	1042 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-J,TOTAL,LC_M,PPS,NL	3853 	3819 	3649 	3678 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-J,TOTAL,LC_M,PPS,PT	1970 	1847 	1786 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-J,TOTAL,LC_M,PPS,RO	975 	959 	889 	898 	788 	672 	611 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-J,TOTAL,LC_M,PPS,SI	2259 p	2264 p	2183 p	2228 p	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-J,TOTAL,LC_M,PPS,SK	1640 	1609 	1516 	45454 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-J,TOTAL,LC_M,PPS,UK	2290 	2393 	2414 	2478 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,LC_H,EUR,AT	: c	26.89 	26.45 	24.88 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,LC_H,EUR,BE	38.31 	37.23 	36.57 	35.67 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,LC_H,EUR,BG	3.49 	3.25 	3.02 	2.74 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,LC_H,EUR,CH	: 	42.38 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,LC_H,EUR,CZ	10.50 	10.05 	9.56 	9.84 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,LC_H,EUR,DE	27.50 	26.70 	26.50 	25.90 	25.50 	25.30 	25.30 	25.20 	25.10 	24.50 	23.80 	23.30 	22.60 	22.05 	21.80 	22.02 
G-N,GE10,LC_H,EUR,DK	40.13 	38.84 	37.81 	36.47 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,LC_H,EUR,EL	: 	: 	17.50 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,LC_H,EUR,ES	20.28 	19.64 	19.43 	18.45 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,LC_H,EUR,FI	28.43 	27.76 	26.83 	26.05 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,LC_H,EUR,FR	34.14 	33.10 	32.19 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,LC_H,EUR,HR	9.25 p	9.25 p	9.17 p	9.43 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,LC_H,EUR,HU	7.81 	7.44 	7.56 	8.30 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,LC_H,EUR,IE	23.88 	23.45 	23.66 	26.48 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,LC_H,EUR,IT	: 	: 	: 	25.05 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,LC_H,EUR,LT	5.78 	5.55 	5.77 	6.01 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,LC_H,EUR,LU	36.94 	35.44 	34.27 	33.36 	32.29 	31.28 	30.49 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,LC_H,EUR,LV	6.03 	6.01 	6.26 	6.19 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,LC_H,EUR,MT	: 	: 	8.34 	8.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,LC_H,EUR,NL	30.76 	30.32 	29.31 	28.63 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,LC_H,EUR,PL	7.84 	7.65 	6.92 	7.74 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,LC_H,EUR,PT	13.36 	13.40 	12.98 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,LC_H,EUR,RO	4.63 	4.52 	4.23 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,LC_H,EUR,SE	39.14 	36.13 	31.56 	33.72 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,LC_H,EUR,SI	15.29 p	14.96 p	14.82 p	14.62 p	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,LC_H,EUR,SK	9.08 	8.48 	8.30 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,LC_H,EUR,UK	18.72 	19.01 	18.81 	20.65 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,LC_H,NAC,AT	: c	26.89 	26.45 	24.88 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,LC_H,NAC,BE	38.31 	37.23 	36.57 	35.67 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,LC_H,NAC,BG	6.82 	6.36 	5.90 	5.35 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,LC_H,NAC,CH	: 	58.50 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,LC_H,NAC,CZ	258.28 	254.16 	252.63 	245.56 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,LC_H,NAC,DE	27.50 	26.70 	26.50 	25.90 	25.50 	25.30 	25.30 	25.20 	25.10 	24.50 	23.80 	23.30 	22.60 	22.20 	21.90 	21.50 
G-N,GE10,LC_H,NAC,DK	299.00 	289.28 	281.52 	271.94 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,LC_H,NAC,EL	: 	: 	17.50 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,LC_H,NAC,ES	20.28 	19.64 	19.43 	18.45 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,LC_H,NAC,FI	28.43 	27.76 	26.83 	26.05 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,LC_H,NAC,FR	34.14 	33.10 	32.19 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,LC_H,NAC,HR	67.42 p	67.42 p	67.31 p	68.16 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,LC_H,NAC,HU	2181.17 	2048.53 	2119.47 	2088.07 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,LC_H,NAC,IE	23.88 	23.45 	23.66 	26.48 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,LC_H,NAC,IT	: 	: 	: 	25.05 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,LC_H,NAC,LT	19.95 	19.15 	19.93 	20.74 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,LC_H,NAC,LU	36.94 	35.44 	34.27 	33.36 	32.29 	31.28 	30.49 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,LC_H,NAC,LV	4.26 	4.26 	4.42 	4.35 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,LC_H,NAC,MT	: 	: 	8.34 	8.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,LC_H,NAC,NL	30.76 	30.32 	29.31 	28.63 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,LC_H,NAC,PL	32.32 	30.54 	29.93 	27.18 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,LC_H,NAC,PT	13.36 	13.40 	12.98 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,LC_H,NAC,RO	19.61 	19.05 	17.92 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,LC_H,NAC,SE	353.47 	344.59 	335.13 	324.19 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,LC_H,NAC,SI	15.29 p	14.96 p	14.82 p	14.62 p	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,LC_H,NAC,SK	9.08 	8.48 	8.30 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,LC_H,NAC,UK	16.25 	16.31 	16.76 	16.44 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,LC_H,PPS,AT	: c	25.12 	24.58 	23.59 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,LC_H,PPS,BE	34.52 	33.37 	32.26 	32.30 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,LC_H,PPS,BG	7.06 	6.44 	6.07 	5.56 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,LC_H,PPS,CH	: 	28.63 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,LC_H,PPS,CZ	13.73 	13.96 	13.65 	13.63 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,LC_H,PPS,DE	26.66 	25.62 	25.04 	25.02 	25.07 	24.65 	24.47 	24.05 	23.64 	22.98 	22.25 	21.87 	21.07 	20.28 	19.90 	19.28 
G-N,GE10,LC_H,PPS,DK	27.97 	27.25 	26.09 	26.11 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,LC_H,PPS,EL	: 	: 	18.13 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,LC_H,PPS,ES	20.87 	20.31 	19.87 	19.38 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,LC_H,PPS,FI	22.79 	22.59 	21.39 	21.47 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,LC_H,PPS,FR	30.98 	29.59 	28.19 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,LC_H,PPS,HR	12.37 p	12.48 p	12.37 p	12.64 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,LC_H,PPS,HU	12.13 	11.36 	11.77 	11.98 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,LC_H,PPS,IE	20.53 	19.84 	18.77 	20.51 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,LC_H,PPS,IT	: 	: 	: 	24.35 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,LC_H,PPS,LT	8.79 	8.74 	8.71 	9.11 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,LC_H,PPS,LU	30.04 	29.55 	28.31 	28.39 	28.14 	28.09 	27.29 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,LC_H,PPS,LV	8.17 	8.67 	8.52 	8.28 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,LC_H,PPS,MT	: 	: 	10.45 	10.35 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,LC_H,PPS,NL	28.43 	28.57 	26.89 	27.31 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,LC_H,PPS,PL	13.22 	12.22 	11.95 	11.20 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,LC_H,PPS,PT	15.34 	15.30 	14.64 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,LC_H,PPS,RO	7.67 	7.72 	7.31 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,LC_H,PPS,SE	30.96 	30.16 	29.30 	29.77 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,LC_H,PPS,SI	17.81 p	17.81 p	17.56 p	17.76 p	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,LC_H,PPS,SK	12.54 	11.91 	11.46 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,LC_H,PPS,UK	18.36 	18.96 	19.76 	20.23 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,LC_M,EUR,AT	: c	3838 	3801 	3711 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,LC_M,EUR,BE	4987 	4846 	4760 	4643 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,LC_M,EUR,BG	508 	473 	446 	409 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,LC_M,EUR,CZ	1558 	1488 	1410 	1447 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,LC_M,EUR,DE	3826 	3714 	3681 	3609 	3563 	3547 	3593 	3584 	3516 	3382 	3235 	3230 	3124 	2995 	2966 	2963 
G-N,GE10,LC_M,EUR,DK	5420 	5256 	5073 	4904 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,LC_M,EUR,EL	: 	: 	2754 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,LC_M,EUR,ES	3003 	2916 	2874 	2750 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,LC_M,EUR,FI	3898 	3808 	3679 	3573 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,LC_M,EUR,FR	4553 	4416 	4306 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,LC_M,EUR,HR	1394 p	1394 p	1382 p	1422 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,LC_M,EUR,HU	1186 	1124 	1132 	1241 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,LC_M,EUR,IE	3750 	3738 	3720 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,LC_M,EUR,LT	896 	860 	884 	888 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,LC_M,EUR,LU	5347 	5200 	5078 	4963 	4766 	4568 	4428 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,LC_M,EUR,LV	907 	904 	938 	939 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,LC_M,EUR,MT	: 	: 	1384 	1381 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,LC_M,EUR,NL	4564 	4466 	4338 	4199 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,LC_M,EUR,PL	1146 	1121 	1012 	1150 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,LC_M,EUR,PT	1975 	1926 	1898 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,LC_M,EUR,RO	719 	701 	653 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,LC_M,EUR,SE	5440 	5162 	4509 	4817 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,LC_M,EUR,SI	2189 p	2153 p	2099 p	2095 p	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,LC_M,EUR,SK	1326 	1238 	1197 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,LC_M,EUR,UK	2770 	2812 	2784 	3038 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,LC_M,NAC,AT	: c	3838 	3801 	3711 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,LC_M,NAC,BE	4987 	4846 	4760 	4643 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,LC_M,NAC,BG	994 	926 	873 	800 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,LC_M,NAC,CZ	38309 	37613 	37284 	36102 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,LC_M,NAC,DE	3826 	3714 	3681 	3609 	3563 	3547 	3593 	3584 	3516 	3382 	3235 	3230 	3124 	3015 	2979 	2893 
G-N,GE10,LC_M,NAC,DK	40380 	39141 	37771 	36561 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,LC_M,NAC,EL	: 	: 	2754 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,LC_M,NAC,ES	3003 	2916 	2874 	2750 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,LC_M,NAC,FI	3898 	3808 	3679 	3573 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
