nace_r1,currency,geo\time	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 	1999 	1998 	1997 	1996 	1995 
C-O,NAC,RO	: 	11.85 	9.94 	8.63 	7.20 	5.99 	5.14 	3.99 	2.76 	: 	: 	: 	: 	: 
C-O,NAC,SE	: 	285.78 	279.62 	273.29 	264.65 	: 	: 	: 	: 	: 	: 	: 	: 	: 
C-O,NAC,SI	: 	12.71 	12.09 	11.48 	11.09 	11.09 	10.27 	9.30 	8.24 	7.66 	6.96 	6.32 	5.55 	4.79 
C-O,NAC,SK	: 	6.89 	6.36 	5.88 	5.62 	5.30 	4.90 	4.38 	4.02 	3.76 	3.60 	3.16 	2.71 	: 
C-O,NAC,UK	: 	15.99 	15.55 	15.02 	16.62 	16.05 	15.51 	14.88 	14.18 	13.46 	12.78 	12.09 	: 	: 
C-O,PPS,AT	25.04 	25.54 	25.39 	24.91 	24.34 	24.00 	23.26 	22.50 	22.68 	: 	: 	: 	: 	: 
C-O,PPS,BE	29.65 	29.45 	28.25 	27.76 	27.35 	: 	: 	: 	: 	: 	: 	: 	: 	: 
C-O,PPS,BG	: 	4.31 	3.80 	3.72 	3.61 	3.49 	3.30 	3.13 	3.10 	2.77 e	2.48 e	: 	: 	: 
C-O,PPS,CH	27.43 	: 	25.45 	: 	23.73 	: 	23.67 	: 	21.80 	: 	: 	: 	: 	: 
C-O,PPS,CY	16.40 	15.40 	14.54 	14.04 	13.19 	12.56 	12.06 	11.41 	11.06 	10.49 	10.20 	9.79 	9.02 	: 
C-O,PPS,CZ	: 	12.60 	11.64 	11.27 	10.44 	10.02 	9.18 	8.93 	7.67 	7.08 	6.58 	6.49 	6.28 	5.71 
C-O,PPS,DE	: 	27.14 	26.70 	26.11 	25.68 	25.24 	24.66 	24.03 	23.56 	22.56 	21.79 	21.35 	20.05 	: 
C-O,PPS,DK	: 	24.25 	22.98 	21.88 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
C-O,PPS,EE	9.79 	9.00 	8.01 	7.28 	6.75 	6.42 	5.95 	5.23 	4.97 	4.54 	4.34 	4.03 	3.58 	: 
C-O,PPS,ES	: 	18.16 	17.60 	17.03 	16.52 	16.37 	16.36 	15.56 	16.92 	: 	16.62 	16.56 	16.62 	: 
C-O,PPS,FI	23.71 	22.84 	21.71 	21.13 	20.09 	19.24 	18.88 	: 	18.31 	: 	: 	: 	: 	: 
C-O,PPS,HU	: 	11.07 	10.75 	10.05 	8.46 	9.17 	: 	: 	: 	: 	: 	: 	: 	: 
C-O,PPS,LT	: 	8.43 	7.44 	6.60 	6.06 	5.92 	5.48 	5.06 	4.94 	: 	: 	: 	: 	: 
C-O,PPS,LU	28.90 	29.01 	29.09 	28.10 	29.44 	: 	: 	: 	: 	: 	: 	: 	: 	: 
C-O,PPS,LV	7.63 	7.02 	5.89 	5.10 	4.70 	4.57 	4.38 	3.96 	3.80 	3.59 	3.38 	: 	: 	: 
C-O,PPS,MT	: 	12.28 	11.79 	12.10 	11.62 	11.14 	10.39 	: 	: 	: 	: 	: 	: 	: 
C-O,PPS,PL	: 	11.39 	10.05 	9.45 	9.24 	8.96 	8.79 	8.33 	7.80 	7.86 	7.05 	6.60 	6.61 	: 
C-O,PPS,PT	14.73 	14.60 	14.28 	13.74 	12.93 	: 	: 	: 	: 	: 	: 	: 	: 	: 
C-O,PPS,RO	: 	5.57 	4.89 	4.37 	4.10 	3.67 	3.83 	3.68 	3.26 	: 	: 	: 	: 	: 
C-O,PPS,SE	: 	26.72 	25.50 	24.70 	23.89 	: 	: 	: 	: 	: 	: 	: 	: 	: 
C-O,PPS,SI	: 	16.11 	15.77 	15.09 	14.72 	14.90 	14.63 	13.83 	13.12 	12.73 	12.11 	11.55 	10.64 	9.87 
C-O,PPS,SK	: 	9.72 	8.87 	8.27 	7.70 	7.59 	7.72 	7.01 	6.40 	6.33 	6.54 	6.00 	5.20 	: 
C-O,PPS,UK	: 	20.51 	20.62 	19.99 	22.57 	21.51 	21.07 	20.49 	19.40 	17.68 	16.83 	16.23 	: 	: 
D,EUR,AT	29.13 	28.32 	27.70 	27.42 	26.79 	26.29 	25.67 	24.68 	23.79 	23.51 	22.74 	22.50 	22.90 	: 
D,EUR,BE	36.79 	35.78 	33.93 	33.03 	32.30 	32.92 	31.33 	29.88 	28.44 	27.39 	26.51 	25.88 	25.98 	: 
D,EUR,BG	: 	1.72 	1.49 	1.41 	1.34 	1.27 	1.23 	1.20 	1.17 	1.15 e	1.07 e	: 	: 	: 
D,EUR,CH	34.19 	: 	33.21 	: 	32.65 	: 	33.96 	: 	30.06 	: 	: 	: 	: 	: 
D,EUR,CY	12.17 	11.50 	11.12 	10.69 	10.04 	9.50 	9.02 	8.48 	8.26 	7.61 	7.46 	7.17 	6.72 	: 
D,EUR,CZ	: 	7.37 	6.68 	6.03 	5.44 	5.14 	5.03 	4.30 	3.57 	3.17 	3.08 	2.79 	2.63 	2.27 
D,EUR,DE	: 	31.70 	31.30 	30.10 	30.00 	29.80 	29.20 	28.50 	27.60 	26.30 	25.70 	25.30 	24.80 	: 
D,EUR,DK	: 	34.18 	32.29 	31.05 	29.87 	29.49 	28.22 	27.09 	25.60 	24.70 	23.67 	22.57 	: 	: 
D,EUR,EE	7.14 	6.26 	5.17 	4.42 	3.91 	3.64 	3.33 	3.01 	2.70 	2.43 	2.33 	2.05 	1.78 	: 
D,EUR,EL	: 	: 	: 	: 	: 	12.65 	11.80 	11.00 	10.39 	10.00 	9.18 	9.15 	8.64 	8.13 
D,EUR,ES	: 	18.24 	17.56 	16.87 	16.29 	15.64 	14.86 	14.15 	15.12 	15.05 	14.86 	14.93 	15.57 	: 
D,EUR,FI	31.04 	29.56 	28.99 	28.24 	26.69 	26.25 	25.23 	23.67 	22.02 	21.08 	20.15 	20.06 	20.11 	: 
D,EUR,FR	32.92 	31.97 	30.96 	29.96 	29.01 	27.98 	27.17 	26.17 	24.98 	23.86 	23.20 	22.70 	22.20 	: 
D,EUR,HU	: 	6.71 	5.95 	5.84 	5.39 	4.87 	4.72 	3.95 	3.59 	3.05 	2.92 	2.85 	2.66 	: 
D,EUR,IE	: 	: 	21.83 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
D,EUR,IS	: 	: 	27.56 	28.58 	23.48 	22.27 	20.78 	18.82 	: 	17.39 	: 	: 	: 	: 
D,EUR,IT	: 	: 	: 	: 	20.63 	19.84 	19.37 	18.69 	18.28 	18.09 	17.53 	18.12 	16.62 	: 
D,EUR,LT	: 	4.73 	3.83 	3.24 	2.92 	2.91 	2.81 	2.67 	2.54 	2.24 	1.95 	1.74 	1.29 	: 
D,EUR,LU	31.46 	30.65 	29.78 	28.88 	27.86 	24.67 	23.87 	22.89 	22.56 	22.37 	21.86 	21.60 	22.01 	: 
D,EUR,LV	4.99 	4.12 	3.17 	2.58 	2.36 	2.22 	2.24 	2.18 	2.09 	1.84 	1.71 	1.61 	: 	: 
D,EUR,MT	: 	9.16 	9.30 	8.10 	7.69 	7.49 	7.12 	: 	: 	: 	: 	: 	: 	: 
D,EUR,NL	: 	: 	: 	28.50 	28.08 	27.15 	25.91 	24.64 	23.41 	22.46 	21.38 	20.42 b	22.99 	: 
D,EUR,PL	: 	6.04 	5.31 	4.84 	4.13 	4.12 	4.59 	4.66 	3.95 	3.56 	3.35 	3.04 	2.66 	: 
D,EUR,PT	9.60 	9.23 	9.01 	8.80 	8.50 	8.10 	7.70 	7.30 	6.94 	6.72 	6.37 	6.17 	5.97 	: 
D,EUR,RO	: 	2.92 	2.33 	2.01 	1.56 	1.39 	1.46 	1.39 	1.26 	: 	: 	: 	: 	: 
D,EUR,SE	: 	34.52 	32.80 	32.49 	32.04 	29.67 	28.18 	27.00 	28.30 	25.37 	24.43 	24.07 	23.34 	19.88 
D,EUR,SI	: 	10.69 	10.19 	9.84 	9.51 	9.58 	9.19 	8.68 	8.19 	7.89 	7.57 	7.14 	6.65 	6.43 
D,EUR,SK	: 	6.23 	5.09 	4.61 	4.34 	3.88 	3.46 	3.14 	3.05 	2.59 	2.82 	2.51 	2.25 	: 
D,EUR,UK	: 	23.95 	23.53 	22.84 	24.70 	23.25 	24.87 	24.02 	23.33 	20.71 	19.17 	17.45 	14.56 	: 
D,NAC,AT	29.13 	28.32 	27.70 	27.42 	26.79 	26.29 	25.67 	24.68 	23.79 	23.51 	22.90 	22.60 	22.36 	: 
D,NAC,BE	36.79 	35.78 	33.93 	33.03 	32.30 	32.92 	31.33 	29.88 	28.44 	27.39 	26.70 	26.00 	25.31 	: 
D,NAC,BG	: 	3.36 	2.91 	2.75 	2.61 	2.47 	2.39 	2.34 	2.29 	2.25 e	2.11 e	: 	: 	: 
D,NAC,CH	54.27 	: 	52.24 	: 	50.41 	: 	49.82 	: 	46.83 	: 	: 	: 	: 	: 
D,NAC,CY	12.17 	11.45 	10.94 	10.54 	9.98 	9.48 	8.87 	8.34 	8.10 	7.53 	7.38 	7.14 	6.80 	: 
D,NAC,CZ	: 	204.67 	189.39 	179.68 	173.51 	163.66 	155.03 	146.33 	127.06 	117.08 	111.12 	100.30 	90.48 	78.59 
D,NAC,DE	: 	31.70 	31.30 	30.10 	30.00 	29.80 	29.20 	28.50 	27.60 	26.30 	25.87 	25.41 	24.21 	: 
D,NAC,DK	: 	254.63 	240.88 	231.38 	222.25 	219.10 	209.72 	201.88 	190.81 	183.67 	177.53 	168.94 	: 	: 
D,NAC,EE	7.14 	6.26 	5.17 	4.42 	3.91 	3.64 	3.33 	3.01 	2.70 	2.43 	2.34 	2.06 	1.74 	: 
D,NAC,EL	: 	: 	: 	: 	: 	12.65 	11.80 	11.00 	10.26 	9.56 	8.91 	8.31 	7.75 	7.23 
D,NAC,ES	: 	18.24 	17.56 	16.87 	16.29 	15.64 	14.86 	14.15 	15.12 	15.05 	14.93 	14.89 	15.04 	: 
D,NAC,FI	31.04 	29.56 	28.99 	28.24 	26.69 	26.25 	25.23 	23.67 	22.02 	21.08 	20.27 	19.84 	19.71 	: 
D,NAC,FR	32.92 	31.97 	30.96 	29.96 	29.01 	27.98 	27.17 	26.17 	24.98 	23.86 	23.35 	22.88 	21.97 	: 
D,NAC,HU	: 	1686.00 	1573.00 	1449.00 	1356.00 	1235.00 	1147.17 	1013.12 	932.49 	772.02 	701.37 	603.07 	514.75 	: 
D,NAC,IE	: 	: 	21.83 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
D,NAC,IS	: 	: 	2419.00 	2236.00 	2046.00 	1930.00 	1791.00 	1645.17 	: 	1342.32 	: 	: 	: 	: 
D,NAC,IT	: 	: 	: 	: 	20.63 	19.84 	19.37 	18.69 	18.28 	18.09 	17.60 	18.05 	16.81 	: 
D,NAC,LT	: 	16.32 	13.22 	11.20 	10.07 	10.05 	9.71 	9.55 	9.38 	9.57 	8.73 	7.89 	6.53 	: 
D,NAC,LU	31.46 	30.65 	29.78 	28.88 	27.86 	24.67 	23.87 	22.89 	22.56 	22.37 	22.01 	21.70 	21.44 	: 
D,NAC,LV	3.51 	2.88 	2.21 	1.80 	1.57 	1.42 	1.30 	1.22 	1.17 	1.15 	1.13 	1.06 	: 	: 
D,NAC,MT	: 	9.16 	9.30 	8.11 	7.67 	7.43 	6.78 	: 	: 	: 	: 	: 	: 	: 
D,NAC,NL	: 	: 	: 	28.50 	28.08 	27.15 	25.91 	24.64 	23.41 	22.46 	21.53 	20.49 	22.32 	: 
D,NAC,PL	: 	22.85 	20.70 	19.49 	18.68 	18.12 	17.72 	17.11 	15.84 	15.06 	13.12 	11.31 	9.09 	: 
D,NAC,PT	9.60 	9.23 	9.01 	8.80 	8.50 	8.10 	7.70 	7.30 	6.94 	6.72 	6.41 	6.11 	5.83 	: 
D,NAC,RO	: 	9.73 	8.20 	7.27 	6.30 	5.21 	4.56 	3.61 	2.51 	: 	: 	: 	: 	: 
D,NAC,SE	: 	319.27 	303.59 	301.60 	292.33 	270.68 	258.14 	249.93 	239.02 	223.41 	217.86 	208.21 	198.75 	185.49 
D,NAC,SI	: 	10.69 	10.19 	9.84 	9.49 	9.35 	8.66 	7.90 	7.06 	6.40 	5.88 	5.40 	4.77 	4.16 
D,NAC,SK	: 	6.99 	6.29 	5.90 	5.76 	5.34 	4.91 	4.51 	4.31 	3.79 	3.70 	3.17 	2.90 	: 
D,NAC,UK	: 	16.39 	16.04 	15.62 	16.76 	16.09 	15.64 	14.94 	14.22 	13.64 	12.97 	12.08 	11.85 	: 
D,PPS,AT	27.62 	27.61 	27.17 	26.72 	25.93 	25.45 	24.82 	23.55 	23.36 	22.43 	21.60 	20.99 	20.46 	: 
D,PPS,BE	33.32 	33.30 	31.50 	31.01 	30.26 	30.90 	30.87 	28.96 	27.90 	25.66 	24.67 	24.45 	23.60 	: 
D,PPS,BG	: 	3.77 	3.31 	3.25 	3.18 	3.11 	3.00 	2.93 	3.04 	3.04 e	2.86 e	: 	: 	: 
D,PPS,CH	26.45 	: 	24.67 	: 	23.19 	: 	23.14 	: 	21.09 	: 	: 	: 	: 	: 
D,PPS,CY	13.71 	13.03 	12.31 	11.82 	11.00 	10.45 	10.13 	9.53 	9.38 	8.72 	8.55 	8.28 	7.78 	: 
D,PPS,CZ	: 	11.81 	10.89 	10.37 	9.82 	9.42 	8.82 	8.59 	7.43 	6.84 	6.49 	6.29 	5.99 	5.44 
D,PPS,DE	: 	31.17 	30.50 	29.11 	28.63 	28.07 	27.38 	26.64 	25.91 	24.52 	23.63 	23.09 	21.71 	: 
D,PPS,DK	: 	24.89 	23.33 	22.10 	21.40 	20.89 	21.09 	20.04 	19.66 	18.79 	18.29 	17.16 	: 	: 
D,PPS,EE	9.18 	8.54 	7.54 	6.83 	6.20 	5.86 	5.48 	4.93 	4.72 	4.28 	4.30 	4.03 	3.57 	: 
D,PPS,EL	: 	: 	: 	: 	: 	14.73 	14.71 	13.37 	12.25 	11.33 	10.71 	10.45 	10.05 	9.81 
D,PPS,ES	: 	19.64 	19.13 	18.49 	17.91 	17.70 	17.56 	16.58 	17.79 	17.50 	17.37 	17.18 	17.14 	: 
D,PPS,FI	25.58 	24.72 	23.62 	22.82 	21.56 	20.73 	20.36 	18.97 	18.22 	17.24 	16.38 	16.05 	15.70 	: 
D,PPS,FR	29.41 	29.58 	28.52 	27.66 	26.38 	25.44 	26.26 	25.15 	23.60 	21.83 	20.95 	20.27 	18.93 	: 
D,PPS,HU	: 	10.06 	9.82 	9.21 	8.69 	8.36 	8.22 	7.46 	7.29 	6.49 	6.38 	6.14 	5.98 	: 
D,PPS,IE	: 	: 	17.53 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
D,PPS,IS	: 	: 	19.05 	18.62 	17.03 	16.08 	15.44 	14.71 	: 	13.73 	: 	: 	: 	: 
D,PPS,IT	: 	: 	: 	: 	19.66 	19.14 	18.86 	18.74 	18.75 	18.42 	17.90 	18.18 	16.72 	: 
D,PPS,LT	: 	7.88 	6.68 	5.91 	5.45 	5.56 	5.18 	4.93 	4.82 	4.79 	4.27 	4.02 	3.52 	: 
D,PPS,LU	26.78 	26.71 	26.74 	25.85 	27.04 	23.89 	23.38 	22.11 	22.24 	21.75 	20.98 	20.26 	20.19 	: 
D,PPS,LV	6.67 	6.18 	5.22 	4.52 	4.21 	4.08 	3.93 	3.69 	3.56 	3.53 	3.48 	3.36 	: 	: 
D,PPS,MT	: 	12.14 	12.44 	11.08 	10.51 	10.40 	9.55 	: 	: 	: 	: 	: 	: 	: 
D,PPS,NL	: 	: 	: 	27.20 	26.45 	25.19 	25.19 	23.93 	23.41 	21.87 	20.93 	19.75 	21.39 	: 
D,PPS,PL	: 	9.78 	8.51 	7.92 	7.75 	7.57 	7.51 	7.19 	6.83 	6.87 	6.25 	5.87 	5.24 	: 
D,PPS,PT	10.90 	10.77 	10.61 	10.33 	9.73 	9.41 	8.92 	8.65 	8.36 	8.06 	7.58 	7.47 	7.18 	: 
D,PPS,RO	: 	4.58 	4.04 	3.68 	3.59 	3.20 	3.40 	3.33 	2.96 	: 	: 	: 	: 	: 
D,PPS,SE	: 	29.86 	27.69 	27.26 	26.38 	24.02 	23.14 	22.53 	22.19 	20.07 	19.23 	18.29 	17.31 	15.80 
D,PPS,SI	: 	13.55 	13.28 	12.93 	12.59 	12.56 	12.34 	11.74 	11.24 	10.64 	10.21 	9.87 	9.14 	8.55 
D,PPS,SK	: 	9.86 	8.78 	8.31 	7.90 	7.65 	7.74 	7.23 	6.87 	6.38 	6.74 	6.03 	5.57 	: 
D,PPS,UK	: 	21.02 	21.27 	20.79 	22.76 	21.56 	21.25 	20.57 	19.45 	17.92 	17.08 	16.22 	15.70 	: 
E,EUR,AT	42.44 	41.28 	41.03 	40.52 	40.76 	40.26 	38.75 	38.76 	40.09 	39.69 	38.43 	37.49 	39.60 	: 
E,EUR,BE	: 	: 	: 	: 	: 	57.05 	56.39 	53.35 	50.31 	43.92 	43.23 	42.90 	43.87 	: 
E,EUR,BG	: 	3.99 	3.70 	3.51 	3.44 	3.18 	2.87 	2.76 	2.50 	2.07 e	1.78 e	: 	: 	: 
E,EUR,CH	41.82 	: 	40.14 	: 	39.27 	: 	40.72 	: 	36.48 	: 	: 	: 	: 	: 
E,EUR,CY	22.40 	21.05 	19.97 	18.29 	17.66 	17.13 	15.50 	14.99 	14.71 	13.99 	13.52 	13.10 	11.90 	: 
E,EUR,CZ	: 	10.75 	9.71 	8.70 	7.43 	7.11 	6.88 	5.80 	4.78 	4.30 	3.89 	3.53 	3.27 	2.80 
E,EUR,DE	: 	42.10 	42.10 	40.00 	39.40 	38.80 	36.40 	36.70 	34.60 	31.60 	31.10 	30.20 	29.40 	: 
E,EUR,DK	: 	40.30 	40.69 	38.92 	36.65 	36.76 	34.90 	32.91 	31.72 	30.59 	28.75 	26.93 	: 	: 
E,EUR,EE	8.93 	7.52 	6.18 	5.71 	5.00 	4.76 	4.33 	3.90 	3.46 	3.30 	3.15 	2.75 	2.26 	: 
E,EUR,EL	: 	: 	: 	: 	: 	21.17 	19.69 	18.32 	17.25 	16.58 	15.19 	15.10 	14.23 	13.35 
E,EUR,ES	: 	30.99 	31.05 	30.19 	28.47 	26.78 	25.20 	22.91 	25.58 	25.25 	24.74 	24.41 	25.63 	: 
E,EUR,FI	39.32 	37.29 	36.27 	35.06 	33.57 	33.39 	31.77 	27.98 	25.50 	: 	: 	: 	24.12 	: 
E,EUR,FR	44.17 	41.98 	41.41 	39.59 	36.84 	36.01 	36.16 	36.11 	36.19 	34.18 	33.14 	32.97 	33.31 	: 
E,EUR,HU	: 	11.04 	9.43 	9.28 	8.49 	7.56 	7.15 	5.91 	5.33 	4.62 	4.47 	4.24 	4.00 	: 
E,EUR,IE	: 	: 	39.36 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
E,EUR,IT	: 	: 	: 	: 	29.81 	29.24 	27.92 	28.27 	27.20 	27.24 	27.56 	28.43 	25.91 	: 
E,EUR,LT	: 	6.28 	5.53 	4.89 	4.47 	4.10 	3.93 	3.64 	3.39 	2.78 	2.57 	2.36 	1.86 	: 
E,EUR,LU	54.09 	52.39 	51.29 	50.62 	48.11 	41.65 	40.26 	38.65 	37.52 	37.86 	35.87 	35.08 	34.66 	: 
E,EUR,LV	8.62 	7.32 	5.69 	4.81 	4.28 	4.02 	4.22 	3.79 	3.56 	2.89 	2.39 	2.20 	: 	: 
E,EUR,MT	: 	10.79 	8.47 	9.53 	9.70 	9.51 	8.58 	: 	: 	: 	: 	: 	: 	: 
E,EUR,NL	: 	: 	: 	37.88 	39.07 	37.19 	35.32 	33.55 	32.50 	31.08 	29.03 	27.99 b	28.29 	: 
E,EUR,PL	: 	9.03 	8.16 	7.46 	6.31 	6.15 	6.80 	6.79 	5.73 	5.02 	4.80 	4.40 	4.07 	: 
E,EUR,PT	23.32 	22.57 	21.32 	20.50 	19.30 	17.60 	16.00 	14.60 	13.25 	13.15 	12.61 	12.37 	12.11 	: 
E,EUR,RO	: 	5.64 	4.53 	3.81 	2.77 	2.59 	2.63 	2.51 	2.32 	: 	: 	: 	: 	: 
E,EUR,SE	: 	38.97 	37.37 	35.81 	35.87 	33.50 	31.82 	30.42 	31.86 	27.55 	26.49 	26.16 	25.37 	21.50 
E,EUR,SI	: 	15.85 	14.77 	14.28 	14.07 	13.38 	12.83 	11.88 	11.10 	10.88 	10.32 	9.47 	9.03 	8.82 
E,EUR,SK	: 	9.25 	7.83 	5.93 	4.97 	4.77 	4.69 b	3.17 	2.75 	2.75 	3.25 	3.40 	2.71 	: 
E,EUR,UK	: 	31.53 	30.91 	30.61 	31.61 	29.70 	31.65 	31.52 	32.09 	27.34 	24.91 	23.60 	19.57 	: 
E,NAC,AT	42.44 	41.28 	41.03 	40.52 	40.76 	40.26 	38.75 	38.76 	40.09 	39.69 	38.69 	37.66 	38.66 	: 
E,NAC,BE	: 	: 	: 	: 	: 	57.05 	56.39 	53.35 	50.31 	43.92 	43.53 	43.11 	42.74 	: 
E,NAC,BG	: 	7.81 	7.23 	6.87 	6.72 	6.20 	5.60 	5.38 	4.88 	4.05 e	3.51 e	: 	: 	: 
E,NAC,CH	66.38 	: 	63.13 	: 	60.62 	: 	59.73 	: 	56.83 	: 	: 	: 	: 	: 
E,NAC,CY	22.40 	20.95 	19.65 	18.03 	17.56 	17.10 	15.24 	14.75 	14.42 	13.84 	13.38 	13.04 	12.03 	: 
E,NAC,CZ	: 	298.41 	275.19 	259.05 	236.93 	226.31 	211.95 	197.53 	170.06 	158.57 	140.34 	126.92 	112.59 	97.08 
E,NAC,DE	: 	42.10 	42.10 	40.00 	39.40 	38.80 	36.40 	36.70 	34.60 	31.60 	31.31 	30.33 	28.70 	: 
E,NAC,DK	: 	300.28 	303.50 	290.04 	272.66 	273.16 	259.35 	245.28 	236.43 	227.47 	215.61 	201.52 	: 	: 
E,NAC,EE	8.93 	7.52 	6.18 	5.71 	5.00 	4.76 	4.33 	3.90 	3.46 	3.30 	3.17 	2.76 	2.20 	: 
E,NAC,EL	: 	: 	: 	: 	: 	21.17 	19.69 	18.32 	17.04 	15.85 	14.74 	13.71 	12.76 	11.87 
E,NAC,ES	: 	30.99 	31.05 	30.19 	28.47 	26.78 	25.20 	22.91 	25.58 	25.25 	24.86 	24.34 	24.76 	: 
E,NAC,FI	39.32 	37.29 	36.27 	35.06 	33.57 	33.39 	31.77 	27.98 	25.50 	: 	: 	: 	23.64 	: 
E,NAC,FR	44.17 	41.98 	41.41 	39.59 	36.84 	36.01 	36.16 	36.11 	36.19 	34.18 	33.35 	33.24 	32.97 	: 
E,NAC,HU	: 	2774.00 	2492.00 	2303.00 	2136.00 	1917.00 	1736.67 	1515.50 	1385.81 	1168.56 	1076.34 	898.30 	774.44 	: 
E,NAC,IE	: 	: 	39.36 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
E,NAC,IT	: 	: 	: 	: 	29.81 	29.24 	27.92 	28.27 	27.20 	27.24 	27.66 	28.33 	26.21 	: 
E,NAC,LT	: 	21.69 	19.08 	16.88 	15.42 	14.17 	13.59 	13.05 	12.53 	11.86 	11.52 	10.71 	9.47 	: 
E,NAC,LU	54.09 	52.39 	51.29 	50.62 	48.11 	41.65 	40.26 	38.65 	37.52 	37.86 	36.12 	35.25 	33.77 	: 
E,NAC,LV	6.06 	5.12 	3.96 	3.35 	2.84 	2.58 	2.45 	2.12 	1.99 	1.81 	1.58 	1.45 	: 	: 
E,NAC,MT	: 	10.79 	8.47 	9.54 	9.67 	9.44 	8.17 	: 	: 	: 	: 	: 	: 	: 
E,NAC,NL	: 	: 	: 	37.88 	39.07 	37.19 	35.32 	33.55 	32.50 	31.08 	29.24 	28.08 	27.47 	: 
E,NAC,PL	: 	34.18 	31.78 	30.01 	28.55 	27.07 	26.22 	24.95 	22.97 	21.21 	18.79 	16.36 	13.94 	: 
E,NAC,PT	23.32 	22.57 	21.32 	20.50 	19.30 	17.60 	16.00 	14.60 	13.25 	13.15 	12.69 	12.25 	11.82 	: 
E,NAC,RO	: 	18.80 	15.98 	13.78 	11.21 	9.73 	8.23 	6.54 	4.62 	: 	: 	: 	: 	: 
E,NAC,SE	: 	360.46 	345.88 	332.41 	327.30 	305.62 	291.48 	281.57 	269.09 	242.69 	236.22 	226.30 	216.02 	200.59 
E,NAC,SI	: 	15.85 	14.76 	14.28 	14.04 	13.06 	12.10 	10.80 	9.57 	8.83 	8.01 	7.15 	6.47 	5.70 
E,NAC,SK	: 	10.37 	9.67 	7.59 	6.60 	6.57 	6.64 b	4.56 	3.89 	4.03 	4.27 	4.30 	3.50 	: 
E,NAC,UK	: 	21.58 	21.07 	20.93 	21.45 	20.55 	19.90 	19.60 	19.56 	18.01 	16.85 	16.34 	15.93 	: 
E,PPS,AT	40.25 	40.25 	40.24 	39.49 	39.46 	38.97 	37.46 	36.99 	39.37 	37.86 	36.49 	34.98 	35.38 	: 
E,PPS,BE	: 	: 	: 	: 	: 	53.54 	55.56 	51.71 	49.34 	41.14 	40.22 	40.54 	39.85 	: 
E,PPS,BG	: 	8.76 	8.24 	8.11 	8.19 	7.81 	7.04 	6.74 	6.47 	5.47 e	4.75 e	: 	: 	: 
E,PPS,CH	32.35 	: 	29.81 	: 	27.88 	: 	27.75 	: 	25.60 	: 	: 	: 	: 	: 
E,PPS,CY	25.23 	23.84 	22.11 	20.22 	19.36 	18.84 	17.40 	16.86 	16.70 	16.02 	15.51 	15.13 	13.77 	: 
E,PPS,CZ	: 	17.22 	15.83 	14.95 	13.41 	13.03 	12.06 	11.60 	9.94 	9.26 	8.20 	7.96 	7.45 	6.72 
E,PPS,DE	: 	41.40 	41.02 	38.69 	37.61 	36.55 	34.14 	34.31 	32.48 	29.46 	28.60 	27.56 	25.74 	: 
E,PPS,DK	: 	29.36 	29.40 	27.70 	26.26 	26.05 	26.08 	24.35 	24.36 	23.27 	22.21 	20.47 	: 	: 
E,PPS,EE	11.49 	10.25 	9.02 	8.82 	7.93 	7.67 	7.12 	6.39 	6.04 	5.81 	5.82 	5.41 	4.54 	: 
E,PPS,EL	: 	: 	: 	: 	: 	24.65 	24.55 	22.26 	20.34 	18.78 	17.72 	17.24 	16.55 	16.10 
E,PPS,ES	: 	33.37 	33.83 	33.10 	31.29 	30.30 	29.78 	26.84 	30.09 	29.36 	28.92 	28.08 	28.21 	: 
E,PPS,FI	32.41 	31.18 	29.55 	28.33 	27.11 	26.37 	25.64 	22.43 	21.10 	: 	: 	: 	18.83 	: 
E,PPS,FR	39.45 	38.85 	38.15 	36.55 	33.50 	32.74 	34.94 	34.70 	34.20 	31.28 	29.93 	29.44 	28.41 	: 
E,PPS,HU	: 	16.54 	15.55 	14.64 	13.69 	12.97 	12.44 	11.15 	10.84 	9.82 	9.79 	9.14 	9.00 	: 
E,PPS,IE	: 	: 	31.61 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
E,PPS,IT	: 	: 	: 	: 	28.41 	28.21 	27.19 	28.35 	27.91 	27.74 	28.14 	28.52 	26.07 	: 
E,PPS,LT	: 	10.47 	9.64 	8.90 	8.35 	7.84 	7.25 	6.73 	6.44 	5.94 	5.64 	5.46 	5.11 	: 
E,PPS,LU	46.04 	45.65 	46.06 	45.31 	46.69 	40.34 	39.43 	37.33 	36.98 	36.81 	34.42 	32.91 	31.79 	: 
E,PPS,LV	11.53 	10.99 	9.36 	8.43 	7.62 	7.40 	7.40 	6.41 	6.05 	5.55 	4.86 	4.60 	: 	: 
E,PPS,MT	: 	14.30 	11.33 	13.04 	13.25 	13.21 	11.50 	: 	: 	: 	: 	: 	: 	: 
E,PPS,NL	: 	: 	: 	36.15 	36.81 	34.50 	34.34 	32.58 	32.50 	30.27 	28.41 	27.07 	26.32 	: 
