nace_r1,currency,geo\time	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 	1999 	1998 	1997 	1996 	1995 
H,NAC,LT	: 	9.63 	7.90 	7.22 	6.37 	6.29 	5.89 	6.24 	6.06 	6.48 	5.27 	4.70 	3.76 	: 
H,NAC,LU	17.75 	17.25 	16.72 	16.27 	15.44 e	15.26 e	14.51 e	14.24 e	13.34 e	12.64 e	12.37 e	12.12 e	11.37 e	: 
H,NAC,LV	2.41 	1.93 	1.48 	1.20 	1.05 	0.94 	0.83 	0.76 	0.74 	0.65 	0.64 	0.65 	: 	: 
H,NAC,MT	: 	5.94 	6.15 	6.34 	5.83 	6.48 	6.36 	: 	: 	: 	: 	: 	: 	: 
H,NAC,NL	: 	: 	: 	17.37 	17.83 	18.35 	16.60 	15.58 	14.10 	13.70 	13.32 	12.71 	13.14 	: 
H,NAC,PL	: 	16.71 	15.37 	14.87 	14.15 	14.06 	13.62 	13.12 	12.02 	: 	10.21 	8.88 	6.31 	: 
H,NAC,PT	7.63 	7.38 	7.23 	7.10 	6.70 	6.40 	6.20 	5.90 	5.72 	5.50 	5.19 	4.89 	4.61 	: 
H,NAC,RO	: 	7.17 	5.82 	5.10 	4.67 	3.77 	3.18 	2.62 	1.69 	: 	: 	: 	: 	: 
H,NAC,SE	: 	203.73 	191.67 	192.02 	187.81 	182.22 	173.45 	168.64 	159.16 	157.93 	152.55 	145.86 	139.80 	132.59 
H,NAC,SI	: 	9.85 	9.12 	8.59 	8.27 	8.23 	7.71 	7.04 	6.39 	6.28 	5.63 	5.54 	5.22 	5.01 
H,NAC,SK	: 	4.19 	4.05 	3.39 	3.53 	3.24 	3.19 	3.18 	3.38 	2.80 	2.78 	2.31 	1.90 	: 
H,NAC,UK	: 	9.57 	8.96 	8.29 	11.04 	10.13 	9.29 	8.94 	8.56 	8.38 	8.01 	7.25 	6.88 	: 
H,PPS,AT	12.57 	13.27 	12.94 	12.83 	13.06 	12.69 	12.18 	12.26 	13.15 	12.58 	12.18 	12.28 	12.03 	: 
H,PPS,BE	18.05 	17.83 	17.00 	16.55 	16.32 	15.50 	16.17 	15.02 	14.31 	: 	: 	: 	: 	: 
H,PPS,BG	: 	2.52 	2.19 	2.17 	2.07 	1.97 	1.86 	1.83 	1.84 	2.57 e	2.46 e	: 	: 	: 
H,PPS,CH	16.82 	: 	15.68 	: 	14.85 	: 	14.77 	: 	13.63 	: 	: 	: 	: 	: 
H,PPS,CY	12.32 	11.14 	10.58 	10.41 	10.55 	9.88 	9.67 	9.51 	9.27 	8.94 	8.80 	8.56 	7.94 	: 
H,PPS,CZ	: 	7.65 	6.54 	6.94 	6.57 	6.43 	6.13 	6.32 	5.78 	5.04 	4.94 	4.42 	3.99 	4.58 
H,PPS,DE	: 	13.67 	13.45 	13.25 	13.08 	13.19 	12.94 	12.53 	12.20 	11.84 	11.59 	11.59 	11.03 	: 
H,PPS,DK	: 	18.18 	16.78 	16.59 	16.48 	15.95 	16.12 	15.69 	15.19 	15.45 	14.56 	13.74 	: 	: 
H,PPS,EE	6.20 	5.51 	5.08 	4.76 	4.07 	4.03 	3.24 	3.40 	2.84 	2.22 	2.56 	2.51 	2.43 	: 
H,PPS,EL	: 	: 	: 	: 	: 	10.07 	10.39 	9.74 	9.22 	8.80 	8.61 	8.67 	8.61 	8.67 
H,PPS,ES	: 	12.10 	11.83 	11.38 	11.14 	11.06 	11.27 	10.72 	11.73 	11.46 	11.40 	11.33 	11.15 	: 
H,PPS,FI	17.79 	17.34 	16.51 	16.35 	15.73 	14.85 	14.57 	12.27 	12.02 	: 	: 	: 	: 	: 
H,PPS,FR	18.88 	19.26 	18.73 	18.13 	17.30 	16.91 	17.74 	16.95 	16.38 	15.38 	14.95 	14.60 	13.94 	: 
H,PPS,HU	: 	6.41 	6.36 	5.76 	5.42 	5.50 	5.50 	4.73 	4.31 	4.02 	3.76 	3.64 	3.73 	: 
H,PPS,IT	: 	: 	: 	: 	13.19 	12.46 	12.54 	12.93 	13.14 	13.03 	12.80 	13.43 	12.71 	: 
H,PPS,LT	: 	4.65 	3.99 	3.81 	3.45 	3.48 	3.14 	3.22 	3.12 	3.25 	2.58 	2.40 	2.03 	: 
H,PPS,LU	15.11 	15.03 	15.01 	14.56 	14.98 e	14.78 e	14.21 e	13.75 e	13.15 e	12.29 e	11.78 e	11.31 e	10.70 e	: 
H,PPS,LV	4.58 	4.14 	3.49 	3.01 	2.80 	2.70 	2.51 	2.30 	2.25 	1.99 	1.97 	2.06 	: 	: 
H,PPS,MT	: 	7.87 	8.22 	8.67 	7.99 	9.07 	8.96 	: 	: 	: 	: 	: 	: 	: 
H,PPS,NL	: 	: 	: 	16.58 	16.80 	17.02 	16.14 	15.13 	14.10 	13.34 	12.94 	12.26 	12.59 	: 
H,PPS,PL	: 	7.15 	6.32 	6.05 	5.87 	5.87 	5.77 	5.52 	5.18 	: 	4.87 	4.61 	3.64 	: 
H,PPS,PT	8.67 	8.61 	8.51 	8.34 	7.67 	7.44 	7.18 	6.99 	6.89 	6.60 	6.14 	5.98 	5.68 	: 
H,PPS,RO	: 	3.37 	2.86 	2.58 	2.66 	2.31 	2.37 	2.41 	2.00 	: 	: 	: 	: 	: 
H,PPS,SE	: 	19.05 	17.48 	17.36 	16.95 	16.17 	15.55 	15.20 	14.77 	14.19 	13.47 	12.81 	12.17 	11.29 
H,PPS,SI	: 	12.49 	11.90 	11.29 	10.98 	11.06 	10.99 	10.47 	10.17 	10.43 	9.79 	10.13 	10.02 	10.31 
H,PPS,SK	: 	5.91 	5.64 	4.78 	4.83 	4.64 	5.04 	5.09 	5.38 	4.72 	5.05 	4.39 	3.64 	: 
H,PPS,UK	: 	12.27 	11.88 	11.03 	14.99 	13.58 	12.62 	12.31 	11.71 	11.01 	10.55 	9.73 	9.11 	: 
I,EUR,AT	25.43 	26.15 	27.26 	27.01 	26.91 	26.10 	24.73 	24.02 	22.99 	22.28 	20.98 	20.58 	20.82 	: 
I,EUR,BE	29.64 	28.26 	27.27 	26.29 	25.65 	23.34 	22.74 	22.03 	21.33 	: 	: 	: 	: 	: 
I,EUR,BG	: 	2.57 	2.28 	2.17 	2.11 	1.98 	1.83 	1.74 	1.56 	1.33 e	1.19 e	: 	: 	: 
I,EUR,CH	33.78 	: 	33.09 	: 	32.44 	: 	33.18 	: 	30.35 	: 	: 	: 	: 	: 
I,EUR,CY	15.53 	14.51 	13.85 	14.06 	13.20 	12.13 	11.51 	10.98 	10.65 	9.85 	9.58 	9.38 	8.75 	: 
I,EUR,CZ	: 	8.26 	7.64 	6.94 	6.27 	6.05 	5.89 	4.93 	4.04 	3.58 	3.37 	3.06 	2.74 	2.14 
I,EUR,DE	: 	26.10 	25.70 	25.20 	24.70 	24.90 	24.30 	23.70 	23.50 	24.10 	23.70 	23.50 	22.90 	: 
I,EUR,DK	: 	33.34 	31.67 	31.35 	29.67 	30.12 	28.32 	28.33 	27.89 	26.70 	26.48 	25.24 	: 	: 
I,EUR,EE	7.79 	7.04 	5.69 	5.00 	4.54 	4.20 	4.02 	3.63 	3.44 	3.11 	2.79 	2.42 	2.13 	: 
I,EUR,EL	: 	: 	: 	: 	: 	16.40 	15.47 	14.58 	13.92 	13.57 	12.59 	12.70 	12.12 	11.53 
I,EUR,ES	: 	18.46 	18.02 	17.50 	16.90 	16.43 	15.80 	15.80 	17.14 	17.09 	16.80 	16.48 	17.18 	: 
I,EUR,FI	27.62 	26.25 	25.84 	25.14 	24.32 	23.69 	23.09 	24.27 	22.97 	: 	: 	: 	: 	: 
I,EUR,FR	30.73 	29.58 	28.60 	27.93 	25.30 	24.51 	23.71 	22.75 	21.60 	19.98 	19.16 	18.59 	18.16 	: 
I,EUR,HU	: 	8.12 	7.65 	7.26 	6.58 	5.82 	5.63 	4.71 	4.22 	3.71 	3.48 	3.33 	3.02 	: 
I,EUR,IS	: 	: 	31.02 	32.31 	27.31 	24.84 	23.44 	22.02 	: 	19.51 	: 	: 	: 	: 
I,EUR,IT	: 	: 	: 	: 	22.19 	21.06 	21.07 	20.51 	21.31 	20.19 	20.03 	20.43 	19.29 	: 
I,EUR,LT	: 	5.76 	4.81 	4.32 	3.85 	3.67 	3.39 	3.34 	3.00 	2.42 	2.08 	1.79 	1.39 	: 
I,EUR,LU	31.75 	31.29 	30.79 	30.16 	29.15 e	28.55 e	27.51 e	26.70 e	25.36 e	24.67 e	24.26 e	23.50 e	22.62 e	: 
I,EUR,LV	6.06 	4.82 	3.88 	3.36 	3.06 	3.03 	3.15 	2.98 	2.97 	2.48 	2.32 	2.24 	: 	: 
I,EUR,MT	: 	11.94 	11.10 	11.71 	10.91 	9.84 	10.09 	: 	: 	: 	: 	: 	: 	: 
I,EUR,NL	: 	: 	: 	26.03 	25.67 	24.56 	23.63 	22.91 	21.47 	20.83 	20.20 	19.38 b	: 	: 
I,EUR,PL	: 	7.26 	6.60 	6.22 	5.85 	5.53 	6.25 	6.11 	4.98 	4.22 	3.81 	3.35 	2.95 	: 
I,EUR,PT	17.90 	17.53 	17.10 	16.70 	16.00 	14.70 	13.40 	12.30 	11.30 	11.32 	11.10 	11.13 	11.14 	: 
I,EUR,RO	: 	4.29 	3.51 	3.05 	2.47 	2.33 	2.40 	2.17 	2.02 	: 	: 	: 	: 	: 
I,EUR,SE	: 	30.33 	29.19 	28.49 	28.15 	30.83 	29.02 	27.65 	29.24 	22.93 	22.13 	21.82 	20.78 	17.89 
I,EUR,SI	: 	13.54 	12.93 	12.29 	12.09 	11.98 	11.37 	10.81 	10.18 	10.16 	9.70 	8.90 	8.30 	8.01 
I,EUR,SK	: 	6.68 	5.50 	4.86 	4.04 	3.84 	3.73 	3.15 	3.35 	3.27 	3.18 	2.69 	2.04 	: 
I,EUR,UK	: 	22.02 	21.20 	20.36 	24.18 	22.25 	23.54 	22.91 	22.45 	20.17 	18.33 	16.65 	12.82 	: 
I,NAC,AT	25.43 	26.15 	27.26 	27.01 	26.91 	26.10 	24.73 	24.02 	22.99 	22.28 	21.12 	20.68 	20.33 	: 
I,NAC,BE	29.64 	28.26 	27.27 	26.29 	25.65 	23.34 	22.74 	22.03 	21.33 	: 	: 	: 	: 	: 
I,NAC,BG	: 	5.02 	4.46 	4.25 	4.12 	3.85 	3.56 	3.39 	3.05 	2.60 e	2.35 e	: 	: 	: 
I,NAC,CH	53.62 	: 	52.05 	: 	50.08 	: 	48.68 	: 	47.29 	: 	: 	: 	: 	: 
I,NAC,CY	15.53 	14.44 	13.63 	13.86 	13.12 	12.11 	11.31 	10.80 	10.44 	9.74 	9.48 	9.33 	8.85 	: 
I,NAC,CZ	: 	229.34 	216.46 	206.76 	199.94 	192.53 	181.56 	168.07 	143.98 	132.21 	121.38 	110.02 	94.41 	74.14 
I,NAC,DE	: 	26.10 	25.70 	25.20 	24.70 	24.90 	24.30 	23.70 	23.50 	24.10 	23.86 	23.60 	22.36 	: 
I,NAC,DK	: 	248.40 	236.24 	233.63 	220.76 	223.81 	210.40 	211.14 	207.92 	198.51 	198.57 	188.90 	: 	: 
I,NAC,EE	7.79 	7.04 	5.69 	5.00 	4.54 	4.20 	4.02 	3.63 	3.44 	3.11 	2.81 	2.43 	2.08 	: 
I,NAC,EL	: 	: 	: 	: 	: 	16.40 	15.47 	14.58 	13.75 	12.97 	12.22 	11.53 	10.87 	10.25 
I,NAC,ES	: 	18.46 	18.02 	17.50 	16.90 	16.43 	15.80 	15.80 	17.14 	17.09 	16.88 	16.43 	16.60 	: 
I,NAC,FI	27.62 	26.25 	25.84 	25.14 	24.32 	23.69 	23.09 	24.27 	22.97 	: 	: 	: 	: 	: 
I,NAC,FR	30.73 	29.58 	28.60 	27.93 	25.30 	24.51 	23.71 	22.75 	21.60 	19.98 	19.28 	18.74 	17.97 	: 
I,NAC,HU	: 	2042.00 	2021.00 	1801.00 	1655.00 	1476.00 	1369.00 	1208.48 	1097.18 	937.71 	837.01 	704.32 	585.72 	: 
I,NAC,IS	: 	: 	2722.00 	2528.00 	2380.00 	2152.00 	2020.00 	1925.28 	: 	1506.00 	: 	: 	: 	: 
I,NAC,IT	: 	: 	: 	: 	22.19 	21.06 	21.07 	20.51 	21.31 	20.19 	20.11 	20.36 	19.52 	: 
I,NAC,LT	: 	19.88 	16.61 	14.90 	13.31 	12.68 	11.73 	11.95 	11.10 	10.30 	9.33 	8.10 	7.06 	: 
I,NAC,LU	31.75 	31.29 	30.79 	30.16 	29.15 e	28.55 e	27.51 e	26.70 e	25.36 e	24.67 e	24.43 e	23.61 e	22.04 e	: 
I,NAC,LV	4.26 	3.38 	2.70 	2.34 	2.03 	1.94 	1.83 	1.67 	1.66 	1.55 	1.53 	1.48 	: 	: 
I,NAC,MT	: 	11.94 	11.10 	11.73 	10.88 	9.77 	9.61 	: 	: 	: 	: 	: 	: 	: 
I,NAC,NL	: 	: 	: 	26.03 	25.67 	24.56 	23.63 	22.91 	21.47 	20.83 	20.35 	19.44 	: 	: 
I,NAC,PL	: 	27.47 	25.73 	25.01 	26.48 	24.34 	24.09 	22.44 	19.95 	17.84 	14.94 	12.46 	10.11 	: 
I,NAC,PT	17.90 	17.53 	17.10 	16.70 	16.00 	14.70 	13.40 	12.30 	11.30 	11.32 	11.17 	11.02 	10.88 	: 
I,NAC,RO	: 	14.30 	12.39 	11.06 	10.00 	8.75 	7.51 	5.65 	4.02 	: 	: 	: 	: 	: 
I,NAC,SE	: 	280.52 	270.15 	264.43 	256.84 	281.30 	265.88 	255.94 	246.91 	201.97 	197.32 	188.81 	176.91 	166.96 
I,NAC,SI	: 	13.54 	12.93 	12.29 	12.06 	11.69 	10.72 	9.84 	8.78 	8.24 	7.53 	6.72 	5.95 	5.17 
I,NAC,SK	: 	7.49 	6.79 	6.23 	5.37 	5.29 	5.29 	4.53 	4.74 	4.79 	4.17 	3.40 	2.64 	: 
I,NAC,UK	: 	15.07 	14.45 	13.92 	16.41 	15.40 	14.80 	14.25 	13.68 	13.29 	12.40 	11.53 	10.43 	: 
I,PPS,AT	24.12 	25.50 	26.74 	26.32 	26.05 	25.26 	23.91 	22.92 	22.58 	21.25 	19.92 	19.21 	18.61 	: 
I,PPS,BE	26.84 	26.30 	25.32 	24.68 	24.03 	21.91 	22.41 	21.35 	20.92 	: 	: 	: 	: 	: 
I,PPS,BG	: 	5.63 	5.08 	5.02 	5.02 	4.85 	4.47 	4.25 	4.04 	3.51 e	3.18 e	: 	: 	: 
I,PPS,CH	26.13 	: 	24.58 	: 	23.04 	: 	22.61 	: 	21.30 	: 	: 	: 	: 	: 
I,PPS,CY	17.49 	16.44 	15.34 	15.55 	14.46 	13.34 	12.91 	12.35 	12.09 	11.27 	10.99 	10.82 	10.13 	: 
I,PPS,CZ	: 	13.24 	12.45 	11.93 	11.32 	11.08 	10.33 	9.87 	8.42 	7.72 	7.09 	6.90 	6.25 	5.13 
I,PPS,DE	: 	25.66 	25.04 	24.37 	23.58 	23.46 	22.79 	22.16 	22.06 	22.47 	21.79 	21.44 	20.05 	: 
I,PPS,DK	: 	24.28 	22.89 	22.31 	21.26 	21.34 	21.16 	20.96 	21.42 	20.31 	20.46 	19.19 	: 	: 
I,PPS,EE	10.02 	9.60 	8.30 	7.73 	7.20 	6.76 	6.61 	5.95 	6.01 	5.46 	5.16 	4.77 	4.29 	: 
I,PPS,EL	: 	: 	: 	: 	: 	19.09 	19.29 	17.72 	16.41 	15.37 	14.69 	14.50 	14.10 	13.90 
I,PPS,ES	: 	19.88 	19.63 	19.18 	18.58 	18.59 	18.67 	18.51 	20.16 	19.87 	19.64 	18.96 	18.91 	: 
I,PPS,FI	22.76 	21.95 	21.05 	20.32 	19.64 	18.71 	18.63 	19.45 	19.01 	: 	: 	: 	: 	: 
I,PPS,FR	27.45 	27.37 	26.35 	25.78 	23.01 	22.29 	22.91 	21.86 	20.42 	18.28 	17.30 	16.60 	15.49 	: 
I,PPS,HU	: 	12.18 	12.61 	11.45 	10.61 	9.99 	9.81 	8.89 	8.58 	7.88 	7.61 	7.17 	6.81 	: 
I,PPS,IS	: 	: 	21.44 	21.05 	19.81 	17.93 	17.42 	17.22 	: 	15.40 	: 	: 	: 	: 
I,PPS,IT	: 	: 	: 	: 	21.15 	20.32 	20.52 	20.57 	21.86 	20.56 	20.45 	20.50 	19.41 	: 
I,PPS,LT	: 	9.59 	8.39 	7.86 	7.20 	7.02 	6.26 	6.17 	5.71 	5.16 	4.57 	4.13 	3.81 	: 
I,PPS,LU	27.02 	27.26 	27.65 	26.99 	28.29 e	27.65 e	26.94 e	25.79 e	25.00 e	23.99 e	23.28 e	22.05 e	20.75 e	: 
I,PPS,LV	8.11 	7.24 	6.38 	5.90 	5.45 	5.56 	5.53 	5.05 	5.05 	4.75 	4.71 	4.70 	: 	: 
I,PPS,MT	: 	15.82 	14.84 	16.03 	14.91 	13.67 	13.53 	: 	: 	: 	: 	: 	: 	: 
I,PPS,NL	: 	: 	: 	24.84 	24.18 	22.78 	22.97 	22.25 	21.47 	20.28 	19.77 	18.75 	: 	: 
I,PPS,PL	: 	11.76 	10.57 	10.17 	10.99 	10.17 	10.21 	9.43 	8.60 	8.14 	7.12 	6.47 	5.83 	: 
I,PPS,PT	20.33 	20.46 	20.13 	19.61 	18.31 	17.08 	15.52 	14.58 	13.62 	13.58 	13.22 	13.48 	13.41 	: 
I,PPS,RO	: 	6.72 	6.10 	5.60 	5.70 	5.37 	5.59 	5.21 	4.75 	: 	: 	: 	: 	: 
I,PPS,SE	: 	26.23 	24.64 	23.90 	23.18 	24.96 	23.84 	23.07 	22.92 	18.15 	17.42 	16.58 	15.40 	14.22 
I,PPS,SI	: 	17.16 	16.86 	16.15 	16.01 	15.71 	15.28 	14.63 	13.98 	13.70 	13.08 	12.29 	11.42 	10.65 
I,PPS,SK	: 	10.56 	9.47 	8.77 	7.36 	7.58 	8.34 	7.25 	7.55 	8.08 	7.58 	6.46 	5.07 	: 
I,PPS,UK	: 	19.33 	19.17 	18.53 	22.29 	20.64 	20.10 	19.62 	18.71 	17.46 	16.33 	15.48 	13.82 	: 
J,EUR,AT	42.66 	43.79 	43.61 	40.35 	39.95 	39.43 	36.58 	36.15 	34.31 	34.68 	33.30 	32.91 	33.26 	: 
J,EUR,BE	54.81 	52.77 	50.25 	48.78 	48.29 	45.47 	43.57 	41.99 	40.42 	: 	: 	: 	: 	: 
J,EUR,BG	: 	4.24 	3.77 	3.57 	3.48 	3.07 	2.72 	2.63 	2.31 	1.97 e	1.56 e	: 	: 	: 
J,EUR,CH	55.40 	: 	51.36 	: 	46.69 	: 	47.86 	: 	42.20 	: 	: 	: 	: 	: 
J,EUR,CY	21.77 	19.89 	19.44 	18.74 	16.98 	15.24 	14.03 	13.20 	12.42 	11.80 	11.41 	10.75 	9.80 	: 
J,EUR,CZ	: 	15.09 	14.30 	12.68 	11.18 	10.72 	9.95 	8.48 	6.88 	5.85 	5.36 	4.75 	4.83 	3.98 
J,EUR,DE	: 	38.10 	37.40 	37.40 	37.60 	36.80 	35.50 	34.10 	33.20 	31.50 	30.40 	29.60 	28.70 	: 
J,EUR,DK	: 	49.06 	47.46 	45.43 	43.84 	41.72 	40.47 	38.37 	34.21 	33.20 	32.45 	30.80 	: 	: 
J,EUR,EE	14.64 	12.83 	10.16 	9.70 	9.06 	8.79 	8.01 	7.12 	6.21 	5.50 	4.84 	4.18 	3.38 	: 
J,EUR,EL	: 	: 	: 	: 	: 	22.73 	20.95 	19.31 	18.01 	17.15 	15.57 	15.34 	14.32 	13.30 
J,EUR,ES	: 	33.45 	32.24 	31.27 	29.80 	28.46 	27.37 	26.69 	26.72 	25.93 	25.37 	25.55 	26.42 	: 
J,EUR,FI	33.78 	32.17 	30.57 	30.86 	30.00 	29.48 	27.48 	30.88 	28.34 	: 	: 	: 	: 	: 
J,EUR,FR	48.98 	48.58 	45.68 	43.84 	43.70 	42.27 	41.84 	40.79 	38.36 	35.49 	34.15 	33.30 	32.62 	: 
J,EUR,HU	: 	15.26 	15.54 	14.41 	12.93 	11.20 	10.21 	8.35 	7.57 	6.35 	6.28 	5.83 	5.05 	: 
J,EUR,IE	: 	: 	35.39 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
J,EUR,IS	: 	: 	53.03 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
J,EUR,IT	: 	: 	: 	: 	37.93 	37.23 	34.55 	33.05 	32.16 	29.78 	28.72 	29.22 	27.20 	: 
J,EUR,LT	: 	9.45 	8.18 	7.26 	6.73 	6.57 	6.24 	5.44 	4.89 	4.41 	3.58 	3.17 	2.49 	: 
J,EUR,LU	61.67 	59.05 	56.78 	55.78 	53.47 e	48.09 e	46.03 e	44.14 e	42.08 e	40.86 e	39.80 e	38.50 e	37.66 e	: 
J,EUR,LV	11.84 	9.96 	8.16 	6.64 	5.80 	5.44 	5.44 	5.20 	4.77 	3.77 	3.42 	2.96 	: 	: 
J,EUR,MT	: 	15.43 	15.00 	14.33 	13.71 	13.15 	12.46 	: 	: 	: 	: 	: 	: 	: 
J,EUR,NL	: 	: 	: 	44.18 	43.00 	40.27 	39.40 	35.72 	31.96 	29.91 	27.87 	26.56 b	28.86 	: 
J,EUR,PL	: 	11.94 	10.49 	9.64 	7.88 	7.93 	8.83 	8.68 	6.66 	: 	5.99 	5.37 	4.43 	: 
J,EUR,PT	25.74 	24.86 	24.45 	23.70 	23.10 	22.00 	21.00 	20.00 	19.01 	18.50 	17.70 	17.30 	16.90 	: 
J,EUR,RO	: 	9.00 	7.37 	6.61 	5.28 	4.73 	4.80 	4.27 	3.83 	: 	: 	: 	: 	: 
J,EUR,SE	: 	49.49 	48.52 	47.37 	45.47 	45.34 	43.29 	41.40 	42.92 	33.05 	30.72 	29.76 	29.20 	24.83 
J,EUR,SI	: 	21.30 	19.90 	17.60 	16.97 	16.58 	15.89 	15.33 	14.34 	13.70 	13.01 	12.16 	11.45 	10.93 
J,EUR,SK	: 	11.23 	9.80 	8.45 	7.74 	6.27 	5.96 b	4.70 	4.45 	4.17 	4.61 	4.32 	3.87 	: 
J,EUR,UK	: 	36.55 	34.71 	33.47 	41.18 	39.54 	42.32 	42.00 	40.08 	34.52 	32.32 	30.59 	21.85 	: 
J,NAC,AT	42.66 	43.79 	43.61 	40.35 	39.95 	39.43 	36.58 	36.15 	34.31 	34.68 	33.53 	33.06 	32.47 	: 
J,NAC,BE	54.81 	52.77 	50.25 	48.78 	48.29 	45.47 	43.57 	41.99 	40.42 	: 	: 	: 	: 	: 
J,NAC,BG	: 	8.30 	7.38 	6.99 	6.79 	5.99 	5.31 	5.13 	4.51 	3.85 e	3.08 e	: 	: 	: 
J,NAC,CH	87.94 	: 	80.78 	: 	72.08 	: 	70.21 	: 	65.74 	: 	: 	: 	: 	: 
J,NAC,CY	21.77 	19.80 	19.12 	18.47 	16.88 	15.21 	13.79 	12.99 	12.18 	11.67 	11.29 	10.70 	9.91 	: 
J,NAC,CZ	: 	418.95 	405.15 	377.72 	356.60 	341.36 	306.64 	288.76 	244.90 	215.74 	193.10 	170.80 	166.55 	137.93 
J,NAC,DE	: 	38.10 	37.40 	37.40 	37.60 	36.80 	35.50 	34.10 	33.20 	31.50 	30.61 	29.73 	28.02 	: 
J,NAC,DK	: 	365.53 	354.02 	338.54 	326.15 	310.00 	300.68 	285.94 	254.97 	246.89 	243.38 	230.53 	: 	: 
J,NAC,EE	14.64 	12.83 	10.16 	9.70 	9.06 	8.79 	8.01 	7.12 	6.21 	5.50 	4.87 	4.19 	3.30 	: 
J,NAC,EL	: 	: 	: 	: 	: 	22.73 	20.95 	19.31 	17.79 	16.40 	15.11 	13.93 	12.84 	11.83 
J,NAC,ES	: 	33.45 	32.24 	31.27 	29.80 	28.46 	27.37 	26.69 	26.72 	25.93 	25.49 	25.47 	25.52 	: 
J,NAC,FI	33.78 	32.17 	30.57 	30.86 	30.00 	29.48 	27.48 	30.88 	28.34 	: 	: 	: 	: 	: 
J,NAC,FR	48.98 	48.58 	45.68 	43.84 	43.70 	42.27 	41.84 	40.79 	38.36 	35.49 	34.37 	33.57 	32.29 	: 
J,NAC,HU	: 	3836.00 	4107.00 	3575.00 	3255.00 	2841.00 	2481.72 	2142.12 	1969.80 	1604.62 	1510.17 	1234.63 	977.89 	: 
J,NAC,IE	: 	: 	35.39 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
J,NAC,IS	: 	: 	4654.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
J,NAC,IT	: 	: 	: 	: 	37.93 	37.23 	34.55 	33.05 	32.16 	29.78 	28.83 	29.11 	27.52 	: 
J,NAC,LT	: 	32.62 	28.23 	25.06 	23.23 	22.67 	21.60 	19.50 	18.08 	18.79 	16.06 	14.37 	12.64 	: 
J,NAC,LU	61.67 	59.05 	56.78 	55.78 	53.47 e	48.09 e	46.03 e	44.14 e	42.08 e	40.86 e	40.08 e	38.68 e	36.69 e	: 
J,NAC,LV	8.32 	6.97 	5.68 	4.62 	3.86 	3.49 	3.16 	2.91 	2.67 	2.36 	2.26 	1.95 	: 	: 
J,NAC,MT	: 	15.43 	15.00 	14.35 	13.67 	13.05 	11.87 	: 	: 	: 	: 	: 	: 	: 
J,NAC,NL	: 	: 	: 	44.18 	43.00 	40.27 	39.40 	35.72 	31.96 	29.91 	28.07 	26.65 	28.02 	: 
J,NAC,PL	: 	45.19 	40.85 	38.79 	35.66 	34.89 	34.05 	31.86 	26.69 	: 	23.47 	19.95 	15.15 	: 
J,NAC,PT	25.74 	24.86 	24.45 	23.70 	23.10 	22.00 	21.00 	20.00 	19.01 	18.50 	17.81 	17.14 	16.50 	: 
J,NAC,RO	: 	30.03 	25.98 	23.94 	21.39 	17.76 	15.01 	11.11 	7.63 	: 	: 	: 	: 	: 
J,NAC,SE	: 	457.80 	449.02 	439.72 	414.90 	413.71 	396.61 	383.18 	362.50 	291.08 	273.89 	257.42 	248.64 	231.74 
J,NAC,SI	: 	21.30 	19.90 	17.59 	16.93 	16.18 	14.98 	13.95 	12.36 	11.12 	10.10 	9.18 	8.20 	7.06 
J,NAC,SK	: 	12.59 	12.12 	10.82 	10.29 	8.63 	8.45 b	6.76 	6.29 	6.10 	6.05 	5.47 	5.00 	: 
J,NAC,UK	: 	25.01 	23.66 	22.89 	27.95 	27.36 	26.61 	26.12 	24.43 	22.74 	21.86 	21.18 	17.78 	: 
J,PPS,AT	40.46 	42.70 	42.77 	39.32 	38.67 	38.17 	35.37 	34.50 	33.69 	33.08 	31.63 	30.71 	29.72 	: 
J,PPS,BE	49.64 	49.12 	46.65 	45.79 	45.24 	42.68 	42.93 	40.70 	39.65 	: 	: 	: 	: 	: 
J,PPS,BG	: 	9.31 	8.41 	8.26 	8.28 	7.55 	6.67 	6.43 	5.98 	5.20 e	4.17 e	: 	: 	: 
J,PPS,CH	42.86 	: 	38.15 	: 	33.16 	: 	32.61 	: 	29.61 	: 	: 	: 	: 	: 
J,PPS,CY	24.52 	22.54 	21.52 	20.72 	18.61 	16.76 	15.74 	14.85 	14.11 	13.51 	13.09 	12.41 	11.34 	: 
J,PPS,CZ	: 	24.18 	23.30 	21.79 	20.18 	19.65 	17.45 	16.95 	14.31 	12.60 	11.29 	10.71 	11.02 	9.55 
J,PPS,DE	: 	37.46 	36.44 	36.17 	35.89 	34.66 	33.29 	31.88 	31.16 	29.36 	27.96 	27.01 	25.13 	: 
J,PPS,DK	: 	35.73 	34.30 	32.33 	31.41 	29.56 	30.24 	28.39 	26.27 	25.26 	25.07 	23.41 	: 	: 
J,PPS,EE	18.84 	17.49 	14.82 	14.99 	14.37 	14.16 	13.16 	11.67 	10.85 	9.68 	8.94 	8.22 	6.79 	: 
